ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
3612,Cytochrome P450 3A7,CYP3A7,220149,D00408,P24462,CP3A7_HUMAN,7MK8,CYP3A7,,HGNC:2640,Humans,DB09065
3613,Ribonucleoside-diphosphate reductase subunit M2 B,RRM2B,7229086,AB036063,Q7LG56,RIR2B_HUMAN,2VUX; 3HF1; 4DJN,RRM2B,,HGNC:17296,Humans,DB00242; DB00631
3614,DNA polymerase epsilon catalytic subunit A,POLE,3192938,L09561,Q07864,DPOE1_HUMAN,5VBN; 7PFO; 7PLO; 9F6D; 9F6E; 9F6F; 9F6I; 9F6J; 9F6K; 9F6L,POLE,,HGNC:9177,Humans,DB00242
3615,DNA polymerase epsilon subunit 2,POLE2,2697123,AF025840,P56282,DPOE2_HUMAN,2V6Z; 5VBN; 7PFO; 7PLO,POLE2,,HGNC:9178,Humans,DB00242; DB12151
3616,DNA polymerase epsilon subunit 4,POLE4,21411517,BC031331,Q9NR33,DPOE4_HUMAN,,POLE4,,HGNC:18755,Humans,DB00242
3617,DNA polymerase epsilon subunit 3,POLE3,8100806,AF226077,Q9NRF9,DPOE3_HUMAN,,POLE3,,HGNC:13546,Humans,DB00242
3618,MecA PBP2' (penicillin binding protein 2'),mecA,46611,X52593,Q53707,Q53707_STAAU,,,,,Staphylococcus aureus,DB00417; DB01603
3620,Gastric triacylglycerol lipase,LIPF,758063,X05997,P07098,LIPF_HUMAN,1HLG,LIPF,,HGNC:6622,Humans,DB01083
3621,Penicillin-binding protein 2,penA,150279,M32091,P08149,PBP2_NEIGO,3EQU; 3EQV; 4U3T,,,,Neisseria gonorrhoeae,DB00535
3622,PBP3,pbp3,,,Q60FT7,Q60FT7_HAEIF,,,,,Haemophilus influenzae,DB00535
3623,Cation-independent mannose-6-phosphate receptor,IGF2R,33055,Y00285,P11717,MPRI_HUMAN,1E6F; 1GP0; 1GP3; 1GQB; 1JPL; 1JWG; 1LF8; 2CNJ; 2L29; 2L2A; 2M68; 2M6T; 2V5N; 2V5O; 2V5P; 5IEI; 6N5X; 6N5Y; 6P8I; 6V02; 6Z30; 6Z31; 6Z32; 8AFZ,IGF2R,,HGNC:5467,Humans,DB01277; DB13173; DB14751; DB16099; DB16708
3624,Penicillin-binding protein 2B,penA,984233,X16022,P0A3M6,PBP2_STRR6,2WAD; 2WAE; 2WAF,,,,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01066; DB01140; DB01212; DB01331; DB01603; DB04918; DB14733
3625,Carbonic anhydrase 3,CA3,189053812,AK313254,P07451,CAH3_HUMAN,1Z93; 1Z97; 2HFW; 3UYN; 3UYQ,CA3,,HGNC:1374,Humans,DB00273; DB00391; DB00482; DB00580; DB00703; DB00819; DB00869; DB00909; DB01144; DB01194
3626,"Carbonic anhydrase 5A, mitochondrial",CA5A,306483,L19297,P35218,CAH5A_HUMAN,,CA5A,,HGNC:1377,Humans,DB00909; DB01194
3627,"Carbonic anhydrase 5B, mitochondrial",CA5B,4587223,AB021660,Q9Y2D0,CAH5B_HUMAN,,CA5B,,HGNC:1378,Humans,DB00909
3628,Carbonic anhydrase 6,CA6,,,P23280,CAH6_HUMAN,3FE4,CA6,,HGNC:1380,Humans,DB00909; DB00936; DB06795; DB11672; DB14086
3629,Carbonic anhydrase 7,CA7,28192445,AY075019,P43166,CAH7_HUMAN,3MDZ; 3ML5; 6G4T; 6H36; 6H37; 6H38; 6SDT; 6ZR9; 7NC4; 7P1A; 8Q3U,CA7,,HGNC:1381,Humans,DB00703; DB00774; DB00819; DB00909; DB01144
3630,Carbonic anhydrase-related protein,CA8,5069431,L04656,P35219,CAH8_HUMAN,2W2J,CA8,,HGNC:1382,Humans,DB00909
3631,Carbonic anhydrase-related protein 10,CA10,9229883,AB036836,Q9NS85,CAH10_HUMAN,,CA10,,HGNC:1369,Humans,DB00909
3632,Carbonic anhydrase-related protein 11,CA11,3283386,AF067662,O75493,CAH11_HUMAN,,CA11,,HGNC:1370,Humans,DB00909
3633,Carbonic anhydrase 13,CA13,21754549,AK095314,Q8N1Q1,CAH13_HUMAN,3CZV; 3D0N; 3DA2; 4HU1; 4KNM; 4KNN; 4QIZ; 4QJP; 4QJX; 4QSJ; 5E2N; 5LLA; 5LLN; 5OGJ; 5OHH; 6G5U,CA13,,HGNC:14914,Humans,DB00909
3634,Carbonic anhydrase 14,CA14,6009640,AB025904,Q9ULX7,CAH14_HUMAN,4LU3; 5CJF,CA14,,HGNC:1372,Humans,DB00819; DB00909; DB03255; DB06795; DB06824; DB11085; DB11672; DB14086
3635,Sodium channel regulatory subunit beta-1,SCN1B,307415,L10338,Q07699,SCN1B_HUMAN,6AGF; 6J8G; 6J8H; 6J8I; 6J8J; 7W77; 7W7F; 7W9K; 7W9L; 7W9M; 7W9P; 7W9T; 7XM9; 7XMF; 7XMG; 7XVE; 7XVF; 8FHD; 8G1A; 8GZ1; 8GZ2; 8I5B; 8I5G; 8I5X; 8I5Y; 8J4F; 8S9B; 8S9C; 8THG; 8THH; 8XMM; 8XMN; 8XMO,SCN1B,,HGNC:10586,Humans,DB00252; DB00909
3636,Sodium channel regulatory subunit beta-2,SCN2B,3309111,AF007783,O60939,SCN2B_HUMAN,5FDY; 5FEB; 6J8E; 6J8G; 6J8H; 6J8I; 6J8J; 6VRR; 7W77; 7W7F; 7W9K; 7W9L; 7W9M; 7W9P; 7W9T; 7XM9; 7XMF; 7XMG; 7XVE; 7XVF; 8G1A; 8GZ1; 8GZ2; 8I5B; 8I5G; 8I5X; 8I5Y; 8S9B; 8S9C; 8THG; 8THH; 8XMN; 8XMO,SCN2B,,HGNC:10589,Humans,DB00909
3637,Sodium channel regulatory subunit beta-3,SCN3B,7160975,AJ243396,Q9NY72,SCN3B_HUMAN,4L1D; 7TJ8; 7TJ9,SCN3B,,HGNC:20665,Humans,DB00909
3638,Sodium channel regulatory subunit beta-4,SCN4B,27465047,AY149967,Q8IWT1,SCN4B_HUMAN,4MZ2; 4MZ3; 5XAW; 6VSV; 7DTD,SCN4B,,HGNC:10592,Humans,DB00909
3639,ATP-binding cassette sub-family C member 5,ABCC5,4140698,AF104942,O15440,MRP5_HUMAN,8KCI; 8WI2; 8WI3; 8WI4; 8WI5,ABCC5,,HGNC:56,Humans,DB11672
3643,Ileal sodium/bile acid cotransporter,SLC10A2,595399,U10417,Q12908,NTCP2_HUMAN,,SLC10A2,,HGNC:10906,Humans,DB04348; DB16226; DB16261
3644,Hepatic sodium/bile acid cotransporter,SLC10A1,410214,L21893,Q14973,NTCP_HUMAN,7FCI; 7PQG; 7PQQ; 7VAD; 7VAG; 7WSI; 7ZYI; 8HRX; 8HRY; 8RQF,SLC10A1,,HGNC:10905,Humans,DB15248; DB16226
3645,Organic anion transporter 3,SLC22A8,4378059,AF097491,Q8TCC7,S22A8_HUMAN,,SLC22A8,,HGNC:10972,Humans,DB00345; DB00493; DB00693; DB01032; DB01053; DB01212; DB01241
3646,Solute carrier family 22 member 7,SLC22A7,5001689,AF097518,Q9Y694,S22A7_HUMAN,,SLC22A7,,HGNC:10971,Humans,DB00493
3653,Solute carrier organic anion transporter family member 4C1,SLCO4C1,33308060,AF401643,Q6ZQN7,SO4C1_HUMAN,,SLCO4C1,,HGNC:23612,Humans,DB00390
3657,Multidrug and toxin extrusion protein 1,SLC47A1,7023138,AK001709,Q96FL8,S47A1_HUMAN,,SLC47A1,,HGNC:25588,Humans,DB00331
3659,Solute carrier organic anion transporter family member 1B3,SLCO1B3,9187497,AJ251506,Q9NPD5,SO1B3_HUMAN,8PG0,SLCO1B3,,HGNC:10961,Humans,DB01211; DB01241
3663,Alpha-1-acid glycoprotein 2,ORM2,16359000,BC015964,P19652,A1AG2_HUMAN,3APU; 3APV; 3APW; 3APX; 7OUB,ORM2,,HGNC:8499,Humans,DB00280; DB00281; DB00458; DB01593; DB14487; DB14533; DB14548
3674,50S ribosomal protein L4,rplD,42826,X02613,P60723,RL4_ECOLI,2J28; 2RDO; 3BBX; 3J5L; 3J7Z; 3J8G; 3J9Y; 3J9Z; 3JA1; 3JBU; 3JBV; 3JCD; 3JCE; 3JCJ; 3JCN; 4CSU; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4UY8; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5ADY; 5AFI; 5AKA; 5GAD; 5GAE; 5GAF; 5GAG; 5GAH; 5H5U; 5IQR; 5IT8; 5J5B; 5J7L; 5J88; 5J8A; 5J91; 5JC9; 5JTE; 5JU8; 5KCR; 5KCS; 5KPS; 5KPV; 5KPW; 5KPX; 5L3P; 5LZA; 5LZB; 5LZC; 5LZD; 5LZE; 5LZF; 5MDV; 5MDW; 5MDY; 5MDZ; 5MGP; 5U4I; 5U9F; 5U9G,,,,Escherichia coli (strain K12),DB13179
3675,50S ribosomal protein L32,rpmF,970089,D63900,P49228,RL32_DEIRA,1J5A; 1JZX; 1JZY; 1JZZ; 1K01; 1NKW; 1NWX; 1NWY; 1OND; 1SM1; 1XBP; 2ZJP; 2ZJQ; 2ZJR; 3CF5; 3DLL; 3PIO; 3PIP; 4IO9; 4IOA; 4IOC; 4U67; 4V49; 4V4A; 4V4G; 4V4T; 5DM6; 5DM7,,,,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),DB13179
3676,30S ribosomal protein S10,rpsJ,1022792,U36504,Q5SHN7,RS10_THET8,1FJG; 1HNW; 1HNX; 1HNZ; 1HR0; 1I94; 1I95; 1I96; 1I97; 1IBK; 1IBL; 1IBM; 1J5E; 1JGO; 1JGP; 1JGQ; 1L1U; 1ML5; 1N32; 1N33; 1N34; 1N36; 1VVJ; 1VY4; 1VY5; 1VY6; 1VY7; 1XMO; 1XMQ; 1XNQ; 1XNR; 2E5L; 2F4V; 2HHH; 2UU9; 2UUA; 2UUB; 2UUC; 2UXB; 2UXC; 2UXD; 2VQE; 2VQF; 2ZM6; 3OTO; 3T1H; 3T1Y; 4AQY; 4B3M; 4B3R; 4B3S; 4B3T; 4DR1; 4DR2; 4DR3; 4DR4; 4DR5; 4DR6; 4DR7; 4DUY; 4DUZ; 4DV0; 4DV1; 4DV2; 4DV3; 4DV4; 4DV5; 4DV6; 4DV7; 4GKJ; 4GKK; 4JI0; 4JI1; 4JI2; 4JI3; 4JI4; 4JI5; 4JI6; 4JI7; 4JI8; 4JV5; 4JYA; 4K0K; 4KHP; 4L47; 4L71; 4LEL; 4LF4; 4LF5; 4LF6; 4LF7; 4LF8; 4LF9; 4LFA; 4LFB; 4LFC; 4LFZ; 4LNT; 4LSK; 4LT8; 4NXM; 4NXN; 4OX9; 4P6F; 4P70; 4TUA; 4TUB; 4TUC; 4TUD; 4TUE; 4V42; 4V49; 4V4A; 4V4I; 4V4P; 4V4R; 4V4S; 4V4T; 4V4X; 4V4Y; 4V4Z; 4V51; 4V5A; 4V5C; 4V5D; 4V5E; 4V5F; 4V5G; 4V5J; 4V5K; 4V5L; 4V5M; 4V5N; 4V5P; 4V5Q; 4V5R; 4V5S; 4V68; 4V6A; 4V6F; 4V6G; 4V7J; 4V7K; 4V7L; 4V7M; 4V7W; 4V7X; 4V7Y; 4V7Z; 4V87; 4V8A; 4V8B; 4V8C; 4V8D; 4V8E; 4V8F; 4V8G; 4V8H; 4V8I; 4V8J; 4V8N; 4V8O; 4V8Q; 4V8U; 4V8X; 4V90; 4V95; 4V97; 4V9A; 4V9B; 4V9H; 4V9I; 4V9R; 4V9S; 4W2E; 4W2F; 4W2G; 4W2H; 4W2I; 4W4G; 4WPO; 4WQ1; 4WQF; 4WQR; 4WQU; 4WQY; 4WR6; 4WRA; 4WRO; 4WSD; 4WSM; 4WT1; 4WT8; 4WU1; 4WZD; 4WZO; 4X62; 4X64; 4X65; 4X66; 4Y4O; 4Y4P; 4YHH; 4YPB; 4YZV; 4Z3Q; 4Z3R; 4Z3S; 4Z8C; 4ZER; 5A9Z; 5AA0; 5BR8; 5D8B,,,,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),DB01421
3685,D-alanyl-D-alanine carboxypeptidase DacC,dacC,41218,X06480,P08506,DACC_ECOLI,3IT9; 3ITA; 3ITB,,,,Escherichia coli (strain K12),DB00274; DB00303; DB00430; DB01329; DB01331; DB01332; DB16335
3686,Penicillin-binding protein 1A,mrcA,1763284,U73780,Q07806,PBPA_PSEAE,4OON,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB00430; DB01329; DB14879
3687,Penicillin-binding protein 1B,ponB,4887211,AF147449,Q9X6W0,Q9X6W0_PSEAI,,,,,Pseudomonas aeruginosa,DB00430; DB01329; DB01413; DB09050; DB14879
3688,Penicillin-binding protein 2,pbpA,52214157,AP006841,Q70KI2,Q70KI2_BACFG,,,,,Bacteroides fragilis,DB00923; DB01326
3707,DNA-directed RNA polymerase subunit beta',rpoC,42814,V00339,P0A8T7,RPOC_ECOLI,2AUK; 2LMC; 3IYD; 3LU0; 4IQZ; 4JK1; 4JK2; 4KMU; 4KN4; 4KN7; 4MEX; 4MEY; 4XSX; 4XSY; 4XSZ; 4YG2; 4YLN; 4YLO; 4YLP; 4ZH2; 4ZH3; 4ZH4; 5BYH,,,,Escherichia coli (strain K12),DB00615; DB11753
3708,30S ribosomal protein S14,rpsN,809690,X01563,P0AG59,RS14_ECOLI,1M5G; 2YKR; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00560; DB00759; DB09093; DB12455; DB12615
3709,30S ribosomal protein S13,rpsM,581217,X02543,P0A7S9,RS13_ECOLI,1M5G; 2YKR; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00560
3710,30S ribosomal protein S19,rpsS,42826,X02613,P0A7U3,RS19_ECOLI,1M5G; 2YKR; 3J9Y; 3J9Z; 3JA1; 4A2I; 4ADV; 4U1U; 4U1V; 4U20; 4U24; 4U25; 4U26; 4U27; 4V47; 4V48; 4V4H; 4V4Q; 4V4V; 4V4W; 4V50; 4V52; 4V53; 4V54; 4V55; 4V56; 4V57; 4V5B; 4V5H; 4V5Y; 4V64; 4V65; 4V66; 4V69; 4V6C; 4V6D; 4V6E; 4V6K; 4V6L; 4V6M; 4V6N; 4V6O; 4V6P; 4V6Q; 4V6R; 4V6S; 4V6T; 4V6V; 4V6Y; 4V6Z; 4V70; 4V71; 4V72; 4V73; 4V74; 4V75; 4V76; 4V77; 4V78; 4V79; 4V7A; 4V7B; 4V7C; 4V7D; 4V7I; 4V7S; 4V7T; 4V7U; 4V7V; 4V85; 4V89; 4V9C; 4V9D; 4V9O; 4V9P; 4WF1; 4WOI; 4WWW; 4YBB; 5AFI,,,,Escherichia coli (strain K12),DB00560; DB00759; DB09093; DB12455
3711,Tubulin delta chain,TUBD1,6457580,AF201333,Q9UJT1,TBD_HUMAN,,TUBD1,,HGNC:16811,Humans,DB00570
3712,Tubulin epsilon chain,TUBE1,6457582,AF201334,Q9UJT0,TBE_HUMAN,,TUBE1,,HGNC:20775,Humans,DB00570
3713,Tubulin gamma-1 chain,TUBG1,183703,M61764,P23258,TBG1_HUMAN,1Z5V; 1Z5W; 3CB2; 6V5V; 6V6S; 7AS4; 7QJ0; 7QJ1; 7QJ2; 7QJ3; 7QJ4; 7QJ5; 7QJ6; 7QJ7; 7QJ8; 7QJ9; 7QJA; 7QJB; 7QJC; 7QJD; 7QJE; 8Q62; 8VA2; 8VRD; 8VRJ; 8VRK,TUBG1,,HGNC:12417,Humans,DB00570
3719,Pannexin-1,PANX1,3661616,AF093239,Q96RD7,PANX1_HUMAN,6LTN; 6LTO; 6M02; 6M66; 6M67; 6M68; 6V6D; 6WBF; 6WBG; 6WBI; 6WBK; 6WBL; 6WBM; 6WBN; 7DWB; 7F8J; 7F8N; 7F8O; 7WSV; 8GTS; 8GTT; 8GYO,PANX1,,HGNC:8599,Humans,DB01032
3721,Aryl hydrocarbon receptor,AHR,533324,D16354,P35869,AHR_HUMAN,5NJ8; 7ZUB; 8QMO,AHR,,HGNC:348,Humans,DB00338; DB00379; DB00393; DB00499; DB01076; DB01097; DB06083; DB08995; DB12328
3722,Steroid hormone receptor ERR1,ESRRA,36609,X51416,P11474,ERR1_HUMAN,1XB7; 2PJL; 3D24; 3K6P; 7E2E,ESRRA,,HGNC:3471,Humans,DB00197; DB00253; DB00255; DB00288; DB00547; DB00596; DB00663; DB00846; DB00896; DB00995; DB01047; DB01130; DB01260; DB01380; DB02789; DB06786; DB07776; DB14596
3723,Penicillin-binding protein 1C,pbpC,1850613,U88571,P76577,PBPC_ECOLI,,,,,Escherichia coli (strain K12),DB01053; DB01327; DB09050
3724,DNA gyrase subunit A,gyrA,14971465,AE005672,P72524,GYRA_STRPN,,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044; DB06771
3725,DNA gyrase subunit B,gyrB,1052803,X83917,P0A4L9,GYRB_STRPN,,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044
3726,DNA topoisomerase 4 subunit A,parC,1490399,Z67739,P72525,PARC_STRPN,2NOV; 3FOE; 3FOF; 3K9F; 3KSA; 3KSB; 3LTN; 3RAD; 3RAE; 3RAF; 4JUO; 4KOE; 4KPE; 4KPF,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044; DB06771
3727,DNA topoisomerase 4 subunit B,parE,1490399,Z67739,Q59961,PARE_STRPN,3FOE; 3FOF; 3K9F; 3KSA; 3KSB; 3LTN; 3RAD; 3RAE; 3RAF; 4JUO; 4KOE; 4KPE; 4KPF,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044
3732,Adenylate cyclase type 2,ADCY2,33150814,AF410885,Q08462,ADCY2_HUMAN,,ADCY2,,HGNC:233,Humans,DB09121
3733,Adenylate cyclase type 5,ADCY5,22212711,AF497517,O95622,ADCY5_HUMAN,8SL3; 8SL4,ADCY5,,HGNC:236,Humans,DB09121
3736,Tryptase alpha/beta-1,TPSAB1,339981,M33491,Q15661,TRYB1_HUMAN,1LTO; 2F9N; 2F9O; 2F9P; 2ZEB; 2ZEC; 4A6L; 4MPU; 4MPV; 4MPW; 4MPX; 4MQA; 5F03; 5WI6; 6O1F; 6P0P; 6VVU,TPSAB1,,HGNC:12019,Humans,DB00738
9110,Cyclopropane mycolic acid synthase 1,cmaA1,,,P9WPB7,CMAS1_MYCTU,1KP9; 1KPG; 1KPH,,,,Mycobacterium tuberculosis,DB01718; DB05154
3740,Nuclear receptor coactivator 2,NCOA2,1877215,X97674,Q15596,NCOA2_HUMAN,1GWQ; 1GWR; 1M2Z; 1MV9; 1MVC; 1MZN; 1P93; 1T63; 1T65; 1UHL; 1YOK; 1ZDT; 1ZDU; 1ZKY; 2AO6; 2B1V; 2B1Z; 2B23; 2FAI; 2G44; 2G5O; 2LDC; 2P15; 2P1T; 2P1U; 2P1V; 2Q7J; 2Q7L; 2YJD; 2ZXZ; 2ZY0; 3A9E; 3CLD; 3DZU; 3DZY; 3E00; 3E7C; 3E94; 3ERD; 3FUG; 3GN8; 3K22; 3K23; 3KWY; 3KYT; 3L0E; 3L0J; 3L0L; 3O1D; 3O1E; 3OAP; 3OZJ; 3PCU; 3PLZ; 3Q95; 3R5M; 3UP0; 3UP3; 4CSJ; 4DOS; 4E2J; 4FHH; 4FHI; 4IA1; 4IA2; 4IA3; 4IA7; 4IQR; 4IU7; 4IUI; 4IV2; 4IV4; 4IVW; 4IVY; 4IW6; 4IW8; 4IWC; 4IWF; 4K4J; 4K6I; 4M8E; 4M8H; 4NIE; 4NQA; 4OC7; 4P6W; 4P6X; 4PLD; 4PLE; 4POH; 4POJ; 4PP3; 4PP5; 4PP6; 4PPP; 4PPS; 4PXM; 4Q0A; 4Q13; 4QE8; 4RFW; 4RMC; 4RMD; 4RME; 4RUO; 4UDC; 4UDD; 4WG0; 4ZN7; 4ZN9; 4ZNH; 4ZNS; 4ZNT; 4ZNU; 4ZNV; 4ZNW; 4ZO1; 4ZSH; 5APH; 5APJ; 5DI7; 5DID; 5DIE; 5DIG; 5DK9; 5DKB; 5DKE; 5DKG; 5DKS; 5DL4; 5DLR; 5DMC; 5DMF; 5DP0; 5DRJ; 5DRM; 5DTV; 5DU5; 5DUE; 5DUG; 5DUH; 5DVS; 5DVV; 5DWE; 5DWG; 5DWI; 5DWJ; 5DX3; 5DXB; 5DXE; 5DXG; 5DXK; 5DXM; 5DXP; 5DXQ; 5DXR; 5DY8; 5DYB; 5DYD; 5DZ0; 5DZ1; 5DZ3; 5DZH; 5DZI; 5E0W; 5E0X; 5E14; 5E15; 5E19; 5E1C; 5EC9; 5EGV; 5EHJ; 5EI1; 5EIT; 5G3J; 5G42; 5G43; 5G44; 5G45; 5G46; 5G5W; 5H1E; 5HYR; 5I4V; 5IAW; 5ICK; 5KCC; 5KCD; 5KCE; 5KCF; 5KCT; 5KCU; 5KCW; 5KD9; 5KR9; 5KRA; 5KRC; 5KRF; 5KRH; 5KRI; 5KRJ; 5KRK; 5KRL; 5KRM; 5KRO; 5L11; 5LGA; 5LYQ; 5MK4; 5NFP; 5NFT; 5NI5; 5NI7; 5NI8; 5NIB; 5Q17; 5SYZ; 5T1Z; 5TLD; 5TLF; 5TLG; 5TLL; 5TLM; 5TLO; 5TLP; 5TLT; 5TLU; 5TLV; 5TLX; 5TLY; 5TM1; 5TM2; 5TM3; 5TM4; 5TM5; 5TM6; 5TM7; 5TM8; 5TM9; 5TML; 5TMM; 5TMO; 5TMQ; 5TMR; 5TMS; 5TMT; 5TMU; 5TMV; 5TMW; 5TMZ; 5TN1; 5TN3; 5TN4; 5TN5; 5TN6; 5TN7; 5TN8; 5U2D; 5UAN; 5VB3; 5VB5; 5VB6; 5VB7; 5VQK; 5VQL; 5WGQ; 5WZX; 5XPL; 5Y1J; 5Y49; 5YP5; 5YXB; 5YXD; 5YXJ; 5YXL; 5Z12; 6CZN; 6D0F; 6EL6; 6EL7; 6EL9; 6ESN; 6HL1; 6KKB; 6KKE; 6KNU; 6KNV; 6KNW; 6LB4; 6LB5; 6LB6; 6LIT; 6OQX; 6OQY; 6OR1; 6R7A; 6R7J; 6R7K; 6SJM; 6STI; 6VC2; 6VIF; 7A77; 7A78; 7A79; 7APO; 7B88; 7B9O; 7BK4; 7D42; 7JHD; 7JYD; 7JYE; 7KCO; 7NEL; 7NFB; 7NKE; 7OFI; 7OFK; 7PDQ; 7PDT; 7RAE; 7RAF; 7RKE; 7SFO; 7T2X; 7TT8; 7UW2; 7UW4; 7VUE; 7W3P; 7W3Q; 7WLX; 7WMG; 7WMH; 7WMJ; 7WML; 7WMN; 7WMO; 7YMK; 8C1L; 8DAF; 8EV1; 8EV2; 8F8M; 8GL7; 8P9X; 8PP0; 8PWD; 8PWE; 8PWF; 8PWM; 8PZ6; 8PZ7; 8PZ8; 8PZ9; 8PZB; 8VKZ; 9EZ1; 9EZ2,NCOA2,,HGNC:7669,Humans,DB00255; DB13952; DB13953; DB13954; DB13955; DB13956
3745,Serine/threonine-protein kinase PLK1,PLK1,393017,U01038,P53350,PLK1_HUMAN,1Q4K; 1Q4O; 1UMW; 2OGQ; 2OJX; 2OU7; 2OWB; 2RKU; 2V5Q; 2YAC; 3BZI; 3C5L; 3FC2; 3FVH; 3HIH; 3HIK; 3KB7; 3P2W; 3P2Z; 3P34; 3P35; 3P36; 3P37; 3Q1I; 3RQ7; 3THB; 4A4L; 4A4O; 4DFW; 4E67; 4E9C; 4E9D; 4H5X; 4H71; 4HAB; 4HCO; 4HY2; 4J52; 4J53; 4LKL; 4LKM; 4O56; 4O6W; 4O9W; 4RCP; 4WHH; 4WHK; 4WHL; 4X9R; 4X9V; 4X9W; 5J19; 5NEI; 5NFU; 5NJE; 5NMM; 5NN1; 5NN2; 5TA6; 5TA8; 6AX4; 6GY2; 7MSO; 7MX1; 8BJT; 8CRC; 8JOQ; 8JOY; 8S30; 8S31; 8X72; 8XB9,PLK1,,HGNC:9077,Humans,DB12010
